ID,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,ImageURL,Category
Ch7_Q2,A 32-year-old man sustains a Lisfranc fracture dislocation. Which of the following is the most important factor in predicting a satisfactory outcome?,Severity of initial injury,The state of the articular cartilage,The age of the patient,The smoking status of the patient,Whether or not a compensation claim is involved,E,Lisfranc injuries refer to injuries of the tarsometatarsal joint and can range from a mild sprain to dislocation with or without fracture. The outcome following such an injury is affected by many variables and certainly the severity of the injury the patients age and sex and the adequacy of the reduction are important prognostic factors. Calder and colleagues showed that the presence of a compensation claim is associated with a particularly poor prognosis.,,Foot and Ankle
Ch7_Q3,Which of the following is not typically associated with a ball and socket ankle joint?,Absent fibula,Deficient knee ligaments,An equinovarus deformity,Talocalcaneal coalition,Proximal femoral focal deficiency,C,A ball and socket ankle joint may be congenital or acquired. The latter is very unusual for example following a subtalar fusion at a very young age. Thus a ball and socket ankle joint is most often associated with congenital abnormality. Causes include fibular hypoplasia leg length discrepancy anteromedial tibial bowing absent lateral rays of the foot tarsal coalition deficient knee ligaments and femoral deficiency.,,Foot and Ankle
Ch7_Q4,A vertical talus is most commonly associated with which of the following?,Oligohydramnios,Arthrogryposis,Congenital talipes equinovarus,Tarsal coalition,Developmental dysplasia of the hip,B,A vertical talus is most commonly associated with arthrogryposis.,,Foot and Ankle
Ch7_Q5,A 13-year-old girl who enjoys ballet presents with a painful big toe whilst performing. The likely diagnosis is?,Hallux valgus,Hallux rigidus,Sesamoid fracture,Turf toe,Extensor hallucis longus rupture,D,A turf toe refers to a hyperdorsiflexion injury of the first metatarsophalangeal joint although it is often used to refer to any sprain of that join. In ballet dancers it is seen as an overuse injury. The plantar plate and sesamoid complex is injured. There may be associated phalangeal stress fractures sesamoid fractures and metatarsophalangeal joint degeneration may develop as a late sequelae.,,Foot and Ankle
Ch7_Q6,Which of the following inserts into the talus?,Tibialis anterior,Tibialis posterior,Extensor digitorum longus,Extensor digitorum brevis,None of the above,E,The talus is made up of a head neck body and posterior process. It articulates with the tibia and fibula in the ankle and the navicular and calcaneum in the foot. It has many ligamentous attachments but no muscle attachments. There is a groove posteriorly in which the flexor hallucis longus tendon runs.,,Foot and Ankle
Ch7_Q7,Which of the following ossification centres is first to appear?,Intermediate cuneiform,Medial cuneiform,Lateral cuneiform,Cuboid,Navicular,D,The calcaneum anterior talus and cuboid ossification centres are usually present at birth. The lateral cuneiform appears during the first year the medial cuneiform appears during the second year the intermediate cuneiform and navicular appear during the third year and the posterior calcaneal centre appears during the eighth year.,,Foot and Ankle
Ch7_Q8,Which of the following has two ossification centres?,Talus,Cuboid,Navicular,Lateral cuneiform,Calcaneum,E,Each of the tarsal bones has one ossification centre except the calcaneum which has an anterior and posterior centre.,,Foot and Ankle
Ch7_Q9,A 27-year-old banker injures his foot and sustains a displaced divergent Lisfranc fracture-dislocation. The optimal management would consist of?,Below knee plaster cast,A bridging external fixator,Closed or open reduction and K-wire stabilization,Closed or open reduction and screw stabilization,Closed or open reduction and combined screw and K-wire stabilization,E,The tarsometatarsal joint is best thought of in three columns a medial column first tarsometatarsal joint a middle column second and third tarsometatarsal joints and a lateral column fourth and fifth tarsometatarsal joints. Any dislocation or subluxation needs reduction. A cast or external fixator does not hold the reduction adequately.,,Foot and Ankle
Ch7_Q10,The Lisfranc ligaments attachments are?,Intermediate cuneiform to base of second metatarsal on plantar surface,Medial cuneiform to base of second metatarsal on plantar surface,Medial cuneiform to base of second metatarsal on dorsal surface,Intermediate cuneiform to base of first metatarsal on dorsal surface,Medial cuneiform to base of first metatarsal on plantar surface,B,The Lisfranc ligament runs from the medial cuneiform to the base of the second metatarsal on the plantar surface.,,Foot and Ankle
Ch7_Q11,A 22-year-old radiographer injures his ankle after a twisting injury whilst snowboarding. He has been diagnosed with a ligament injury but 8 weeks after injury has continued lateral pain. The most likely diagnosis is?,Lateral malleolus fracture,Fracture of the lateral process of the talus,Fracture of the body of the talus,Fracture of the neck of the talus,Peroneus longus rupture,B,Fracture of the lateral process of the talus is the most likely diagnosis with continued lateral pain 8 weeks after injury initially diagnosed as ligament injury.,,Foot and Ankle
Ch7_Q12,Which of the following is the most common primary soft tissue malignancy of the foot?,Malignant melanoma,Osteosarcoma,Squamous cell carcinoma,Synovial cell sarcoma,Chondrosarcoma,D,Synovial cell sarcoma is the most common primary soft tissue malignancy of the foot.,,Foot and Ankle
Ch7_Q13,Which of the following is not supplied by branches of the tibial nerve?,First lumbrical,Third lumbrical,Extensor digitorum brevis,Abductor hallucis,Abductor digiti minimi,C,Extensor digitorum brevis is not supplied by branches of the tibial nerve. It is supplied by the deep peroneal nerve.,,Foot and Ankle
Ch7_Q14,During ankle arthroscopy which nerve is most likely to be injured with the anterolateral portal?,Intermediate dorsal cutaneous branch of the superficial peroneal nerve,Saphenous nerve,Sural nerve,Deep peroneal nerve,Medial dorsal cutaneous branch of the superficial peroneal nerve,A,The anterolateral portal is made lateral to the peroneus tertius and lateral to extensor digitorum longus and the nerve most at risk is the intermediate dorsal cutaneous branch of the superficial peroneal nerve.,,Foot and Ankle
Ch7_Q15,Which of the following statements regarding hallux valgus is incorrect?,A long first ray predisposes to hallux valgus,The intermetatarsal angle is normally less than 10,In a hallux valgus deformity a normal distal metatarsal articular angle implies an incongruent joint,A post-operative cock-up toe deformity is due to damage to the extensor hallucis longus,The dorsomedial cutaneous branch of the superficial peroneal nerve is at risk during surgery,D,A post-operative cock-up toe deformity is as a result of inadvertent damage to flexor hallucis longus not extensor hallucis longus.,,Foot and Ankle
